distance,physical_error_probability,algorithm,seed,windows,logical_failure,wall_seconds
9,0.01,belief_matching,0,9,False,37.924618
9,0.01,belief_matching,1,9,True,1.251571
9,0.01,belief_matching,2,9,False,1.258234
9,0.01,belief_matching,3,9,False,1.308769
9,0.01,belief_matching,4,9,False,1.259424
9,0.01,belief_matching,5,9,False,1.298657
9,0.01,belief_matching,6,9,True,1.261142
9,0.01,belief_matching,7,9,True,1.293013
9,0.01,belief_matching,8,9,False,1.261237
9,0.01,belief_matching,9,9,True,1.297333
9,0.01,belief_matching,10,9,True,1.259768
9,0.01,belief_matching,11,9,False,1.28309
9,0.01,belief_matching,12,9,False,1.259532
9,0.01,belief_matching,13,9,True,1.288984
9,0.01,belief_matching,14,9,True,1.255256
9,0.01,belief_matching,15,9,False,1.277534
9,0.01,belief_matching,16,9,True,1.251725
9,0.01,belief_matching,17,9,False,1.289715
9,0.01,belief_matching,18,9,False,1.254982
9,0.01,belief_matching,19,9,False,1.282333
9,0.01,belief_matching,20,9,True,1.256158
9,0.01,belief_matching,21,9,False,1.290033
9,0.01,belief_matching,22,9,True,1.255002
9,0.01,belief_matching,23,9,False,1.292139
9,0.01,belief_matching,24,9,False,1.252923
9,0.01,belief_matching,25,9,True,1.294424
9,0.01,belief_matching,26,9,True,1.258957
9,0.01,belief_matching,27,9,False,1.288212
9,0.01,belief_matching,28,9,False,1.263347
9,0.01,belief_matching,29,9,False,1.279588
9,0.01,belief_matching,30,9,True,1.249155
9,0.01,belief_matching,31,9,False,1.280238
9,0.01,belief_matching,32,9,False,1.252048
9,0.01,belief_matching,33,9,True,1.289876
9,0.01,belief_matching,34,9,False,1.257339
9,0.01,belief_matching,35,9,False,1.283768
9,0.01,belief_matching,36,9,False,1.252721
9,0.01,belief_matching,37,9,False,1.276404
9,0.01,belief_matching,38,9,False,1.25604
9,0.01,belief_matching,39,9,True,1.297825
9,0.01,belief_matching,40,9,True,1.261365
9,0.01,belief_matching,41,9,True,1.284731
9,0.01,belief_matching,42,9,True,1.256769
9,0.01,belief_matching,43,9,True,1.284725
9,0.01,belief_matching,44,9,True,1.255032
9,0.01,belief_matching,45,9,True,1.283149
9,0.01,belief_matching,46,9,False,1.254186
9,0.01,belief_matching,47,9,False,1.277651
9,0.01,belief_matching,48,9,False,1.256171
9,0.01,belief_matching,49,9,True,1.289054
9,0.01,belief_matching,50,9,False,1.265093
9,0.01,belief_matching,51,9,False,1.280717
9,0.01,belief_matching,52,9,False,1.289279
9,0.01,belief_matching,53,9,False,1.256661
9,0.01,belief_matching,54,9,True,1.279787
9,0.01,belief_matching,55,9,True,1.253269
9,0.01,belief_matching,56,9,False,1.283618
9,0.01,belief_matching,57,9,True,1.255209
9,0.01,belief_matching,58,9,True,1.290766
9,0.01,belief_matching,59,9,False,1.260297
9,0.01,belief_matching,60,9,True,1.287275
9,0.01,belief_matching,61,9,True,1.254188
9,0.01,belief_matching,62,9,True,1.282458
9,0.01,belief_matching,63,9,False,1.25607
9,0.01,belief_matching,64,9,False,1.281213
9,0.01,belief_matching,65,9,True,1.254911
9,0.01,belief_matching,66,9,True,1.274185
9,0.01,belief_matching,67,9,True,1.262217
9,0.01,belief_matching,68,9,True,1.279653
9,0.01,belief_matching,69,9,True,1.258543
9,0.01,belief_matching,70,9,False,1.285255
9,0.01,belief_matching,71,9,True,1.261258
9,0.01,belief_matching,72,9,False,1.288464
9,0.01,belief_matching,73,9,False,1.251525
9,0.01,belief_matching,74,9,True,1.2951
9,0.01,belief_matching,75,9,False,1.255265
9,0.01,belief_matching,76,9,False,1.302831
9,0.01,belief_matching,77,9,False,1.257175
9,0.01,belief_matching,78,9,False,1.283015
9,0.01,belief_matching,79,9,False,1.257641
9,0.01,belief_matching,80,9,False,1.283191
9,0.01,belief_matching,81,9,False,1.262881
9,0.01,belief_matching,82,9,False,1.289279
9,0.01,belief_matching,83,9,False,1.256414
9,0.01,belief_matching,84,9,False,1.280176
9,0.01,belief_matching,85,9,True,1.265336
9,0.01,belief_matching,86,9,True,1.288513
9,0.01,belief_matching,87,9,False,1.255254
9,0.01,belief_matching,88,9,False,1.286648
9,0.01,belief_matching,89,9,False,1.245631
9,0.01,belief_matching,90,9,True,1.287271
9,0.01,belief_matching,91,9,True,1.258419
9,0.01,belief_matching,92,9,True,1.291541
9,0.01,belief_matching,93,9,True,1.252344
9,0.01,belief_matching,94,9,True,1.288076
9,0.01,belief_matching,95,9,False,1.26192
9,0.01,belief_matching,96,9,False,1.289163
9,0.01,belief_matching,97,9,False,1.260013
9,0.01,belief_matching,98,9,False,1.279597
9,0.01,belief_matching,99,9,True,1.259216
