distance,physical_error_probability,algorithm,round_period_us,shots,windows_per_shot,logical_failures,logical_error_rate,ler_wilson_low,ler_wilson_high,direct_pymatching_failures,prediction_mismatches_vs_direct,throughput_windows_per_us,throughput_rounds_per_us,max_queued_windows,tesseract_windows_checked,tesseract_window_disagreements,load,sim_wall_seconds_per_shot,cwb_per_round_mean_us,cwb_per_round_median_us,cwb_per_round_p99_us,cwb_per_round_max_us,buffer_fill_mean_us,buffer_fill_median_us,buffer_fill_p99_us,buffer_fill_max_us,dep_block_mean_us,dep_block_median_us,dep_block_p99_us,dep_block_max_us,queue_wait_mean_us,queue_wait_median_us,queue_wait_p99_us,queue_wait_max_us,input_link_per_window_mean_us,input_link_per_window_median_us,input_link_per_window_p99_us,input_link_per_window_max_us,fetch_mean_us,fetch_median_us,fetch_p99_us,fetch_max_us,algorithm_mean_us,algorithm_median_us,algorithm_p99_us,algorithm_max_us,release_mean_us,release_median_us,release_p99_us,release_max_us,service_mean_us,service_median_us,service_p99_us,service_max_us,dd_per_window_mean_us,dd_per_window_median_us,dd_per_window_p99_us,dd_per_window_max_us,output_link_per_window_mean_us,output_link_per_window_median_us,output_link_per_window_p99_us,output_link_per_window_max_us,frame_commit_mean_us,frame_commit_median_us,frame_commit_p99_us,frame_commit_max_us,buffer0_ready_to_frame_mean_us,buffer0_ready_to_frame_median_us,buffer0_ready_to_frame_p99_us,buffer0_ready_to_frame_max_us,buffer0_first_round_to_frame_mean_us,buffer0_first_round_to_frame_median_us,buffer0_first_round_to_frame_p99_us,buffer0_first_round_to_frame_max_us,qpu_last_round_to_frame_mean_us,qpu_last_round_to_frame_median_us,qpu_last_round_to_frame_p99_us,qpu_last_round_to_frame_max_us,qpu_first_round_to_frame_mean_us,qpu_first_round_to_frame_median_us,qpu_first_round_to_frame_p99_us,qpu_first_round_to_frame_max_us
3,0.001,pymatching,1.0,2,4.0,0,0.0,0.0,0.6576280471103807,0,0,0.13608441211625816,0.5103165454359682,1,0,0,3.384416666666667,0.059416720061562955,0.0083,0.008,0.0125,0.0125,5.001125,5.0,5.0045,5.0045,0.0,0.0,0.0,0.0,1.4689999999999999,0.0,7.6505,7.6505,0.004,0.004,0.004,0.004,0.024,0.024,0.024,0.024,6.123875,5.58,8.671,8.671,0.004,0.004,0.004,0.004,10.15025,10.624,14.125,14.125,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,11.62725,12.9715,18.2825,18.2825,16.628375,17.976,23.287,23.287,11.640374999999999,12.988,18.299,18.299,16.640375,17.988,23.299,23.299
