physical_error_probability,algorithm_latency_us,round_period_us,shots,windows_per_shot,logical_failures,logical_error_rate,ler_wilson_low,ler_wilson_high,direct_pymatching_failures,prediction_mismatches_vs_direct,throughput_windows_per_us,throughput_rounds_per_us,decoder_utilization,max_queued_windows,load,sim_wall_seconds_per_shot,c2b_per_round_mean_us,c2b_per_round_median_us,c2b_per_round_p99_us,c2b_per_round_max_us,buffer_fill_mean_us,buffer_fill_median_us,buffer_fill_p99_us,buffer_fill_max_us,dep_block_mean_us,dep_block_median_us,dep_block_p99_us,dep_block_max_us,queue_wait_mean_us,queue_wait_median_us,queue_wait_p99_us,queue_wait_max_us,cwd_per_window_mean_us,cwd_per_window_median_us,cwd_per_window_p99_us,cwd_per_window_max_us,fetch_mean_us,fetch_median_us,fetch_p99_us,fetch_max_us,algorithm_mean_us,algorithm_median_us,algorithm_p99_us,algorithm_max_us,release_mean_us,release_median_us,release_p99_us,release_max_us,service_mean_us,service_median_us,service_p99_us,service_max_us,dd_per_window_mean_us,dd_per_window_median_us,dd_per_window_p99_us,dd_per_window_max_us,wdo_per_window_mean_us,wdo_per_window_median_us,wdo_per_window_p99_us,wdo_per_window_max_us,frame_commit_mean_us,frame_commit_median_us,frame_commit_p99_us,frame_commit_max_us,buffer0_ready_to_frame_mean_us,buffer0_ready_to_frame_median_us,buffer0_ready_to_frame_p99_us,buffer0_ready_to_frame_max_us,buffer0_first_round_to_frame_mean_us,buffer0_first_round_to_frame_median_us,buffer0_first_round_to_frame_p99_us,buffer0_first_round_to_frame_max_us,qpu_last_round_to_frame_mean_us,qpu_last_round_to_frame_median_us,qpu_last_round_to_frame_p99_us,qpu_last_round_to_frame_max_us,qpu_first_round_to_frame_mean_us,qpu_first_round_to_frame_median_us,qpu_first_round_to_frame_p99_us,qpu_first_round_to_frame_max_us
1e-09,0.028,0.5,1,2.0,0,0.0,0.0,0.7934567085261071,0,0,0.32700897966658166,1.4715404084996173,0.34532148252791023,1,0.8706666666666667,0.04086267598904669,0.50008,0.50008,0.50012,0.50012,2.50004,2.50004,2.50004,2.50004,0.02798,0.0,0.05596,0.05596,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.024,0.024,0.024,0.024,0.028,0.028,0.028,0.028,0.004,0.004,0.004,0.004,1.056,1.056,1.056,1.056,0.25,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.004,0.004,0.004,0.004,2.08798,2.06,2.11596,2.11596,4.58802,4.56004,4.616,4.616,3.68808,3.66008,3.71608,3.71608,6.188079999999999,6.16008,6.21608,6.21608
