algorithm_latency_us,round_period_us,window_id,read_lo,read_hi,commit_lo,commit_hi,first_qpu_send_us,last_qpu_send_us,first_buffer0_us,buffer0_ready_us,dependency_arrival_us,queued_us,dispatch_us,cwd_arrival_us,decode_done_us,dd_delivery_us,wdo_delivery_us,frame_commit_us,dependency_block_us,buffer0_ready_to_frame_us,qpu_last_round_to_frame_us
0.28,0.8,5,16,21,16,18,12.8,16.8,14.3,18.3,17.708,18.3,18.3,19.3,19.608,20.108,20.608,20.612,0.0,2.312,3.812
0.28,0.8,6,19,24,19,21,15.2,19.2,16.7,20.7,20.108,20.7,20.7,21.7,22.008,22.508,23.008,23.012,0.0,2.312,3.812
0.28,0.8,7,22,27,22,24,17.6,21.6,19.1,23.1,22.508,23.1,23.1,24.1,24.408,24.908,25.408,25.412,0.0,2.312,3.812
0.28,0.8,8,25,30,25,27,20.0,24.0,21.5,25.5,24.908,25.5,25.5,26.5,26.808,27.308,27.808,27.812,0.0,2.312,3.812
0.28,0.8,9,28,33,28,30,22.4,26.4,23.9,27.9,27.308,27.9,27.9,28.9,29.208,29.708,30.208,30.212,0.0,2.312,3.812
0.28,0.8,10,31,36,31,33,24.8,28.8,26.3,30.3,29.708,30.3,30.3,31.3,31.608,32.108,32.608,32.612,0.0,2.312,3.812
0.28,0.8,11,34,39,34,36,27.2,31.2,28.7,32.7,32.108,32.7,32.7,33.7,34.008,34.508,35.008,35.012,0.0,2.312,3.812
0.28,0.8,12,37,42,37,39,29.6,33.6,31.1,35.1,34.508,35.1,35.1,36.1,36.408,36.908,37.408,37.412,0.0,2.312,3.812
0.28,0.8,13,40,45,40,42,32.0,36.0,33.5,37.5,36.908,37.5,37.5,38.5,38.808,39.308,39.808,39.812,0.0,2.312,3.812
0.28,0.8,14,43,48,43,45,34.4,38.4,35.9,39.9,39.308,39.9,39.9,40.9,41.208,41.708,42.208,42.212,0.0,2.312,3.812
0.28,0.8,15,46,51,46,48,36.8,40.8,38.3,42.3,41.708,42.3,42.3,43.3,43.608,44.108,44.608,44.612,0.0,2.312,3.812
0.28,0.8,16,49,54,49,51,39.2,43.2,40.7,44.7,44.108,44.7,44.7,45.7,46.008,46.508,47.008,47.012,0.0,2.312,3.812
0.28,0.8,17,52,57,52,54,41.6,45.6,43.1,47.1,46.508,47.1,47.1,48.1,48.408,48.908,49.408,49.412,0.0,2.312,3.812
0.28,0.8,18,55,60,55,60,44.0,48.0,45.5,49.5,48.908,49.5,49.5,50.5,50.808,,51.808,51.812,0.0,2.312,3.812
0.28,0.5,0,1,6,1,3,0.5,3.0,2.0,4.5,,4.5,4.5,5.5,5.808,6.308,6.808,6.812,0.0,2.312,3.812
0.28,0.5,1,4,9,4,6,2.0,4.5,3.5,6.0,6.308,6.308,6.308,7.308,7.616,8.116,8.616,8.62,0.308,2.62,4.12
0.28,0.5,2,7,12,7,9,3.5,6.0,5.0,7.5,8.116,8.116,8.116,9.116,9.424,9.924,10.424,10.428,0.616,2.928,4.428
0.28,0.5,3,10,15,10,12,5.0,7.5,6.5,9.0,9.924,9.924,9.924,10.924,11.232,11.732,12.232,12.236,0.924,3.236,4.736
0.28,0.5,4,13,18,13,15,6.5,9.0,8.0,10.5,11.732,11.732,11.732,12.732,13.04,13.54,14.04,14.044,1.232,3.544,5.044
0.28,0.5,5,16,21,16,18,8.0,10.5,9.5,12.0,13.54,13.54,13.54,14.54,14.848,15.348,15.848,15.852,1.54,3.852,5.352
0.28,0.5,6,19,24,19,21,9.5,12.0,11.0,13.5,15.348,15.348,15.348,16.348,16.656,17.156,17.656,17.66,1.848,4.16,5.66
0.28,0.5,7,22,27,22,24,11.0,13.5,12.5,15.0,17.156,17.156,17.156,18.156,18.464,18.964,19.464,19.468,2.156,4.468,5.968
0.28,0.5,8,25,30,25,27,12.5,15.0,14.0,16.5,18.964,18.964,18.964,19.964,20.272,20.772,21.272,21.276,2.464,4.776,6.276
0.28,0.5,9,28,33,28,30,14.0,16.5,15.5,18.0,20.772,20.772,20.772,21.772,22.08,22.58,23.08,23.084,2.772,5.084,6.584
0.28,0.5,10,31,36,31,33,15.5,18.0,17.0,19.5,22.58,22.58,22.58,23.58,23.888,24.388,24.888,24.892,3.08,5.392,6.892
0.28,0.5,11,34,39,34,36,17.0,19.5,18.5,21.0,24.388,24.388,24.388,25.388,25.696,26.196,26.696,26.7,3.388,5.7,7.2
0.28,0.5,12,37,42,37,39,18.5,21.0,20.0,22.5,26.196,26.196,26.196,27.196,27.504,28.004,28.504,28.508,3.696,6.008,7.508
0.28,0.5,13,40,45,40,42,20.0,22.5,21.5,24.0,28.004,28.004,28.004,29.004,29.312,29.812,30.312,30.316,4.004,6.316,7.816
0.28,0.5,14,43,48,43,45,21.5,24.0,23.0,25.5,29.812,29.812,29.812,30.812,31.12,31.62,32.12,32.124,4.312,6.624,8.124
0.28,0.5,15,46,51,46,48,23.0,25.5,24.5,27.0,31.62,31.62,31.62,32.62,32.928,33.428,33.928,33.932,4.62,6.932,8.432
0.28,0.5,16,49,54,49,51,24.5,27.0,26.0,28.5,33.428,33.428,33.428,34.428,34.736,35.236,35.736,35.74,4.928,7.24,8.74
0.28,0.5,17,52,57,52,54,26.0,28.5,27.5,30.0,35.236,35.236,35.236,36.236,36.544,37.044,37.544,37.548,5.236,7.548,9.048
0.28,0.5,18,55,60,55,60,27.5,30.0,29.0,31.5,37.044,37.044,37.044,38.044,38.352,,39.352,39.356,5.544,7.856,9.356
0.28,0.2,0,1,6,1,3,0.2,1.2,1.7,2.7,,2.7,2.7,3.7,4.008,4.508,5.008,5.012,0.0,2.312,3.812
0.28,0.2,1,4,9,4,6,0.8,1.8,2.3,3.3,4.508,4.508,4.508,5.508,5.816,6.316,6.816,6.82,1.208,3.52,5.02
0.28,0.2,2,7,12,7,9,1.4,2.4,2.9,3.9,6.316,6.316,6.316,7.316,7.624,8.124,8.624,8.628,2.416,4.728,6.228
0.28,0.2,3,10,15,10,12,2.0,3.0,3.5,4.5,8.124,8.124,8.124,9.124,9.432,9.932,10.432,10.436,3.624,5.936,7.436
0.28,0.2,4,13,18,13,15,2.6,3.6,4.1,5.1,9.932,9.932,9.932,10.932,11.24,11.74,12.24,12.244,4.832,7.144,8.644
0.28,0.2,5,16,21,16,18,3.2,4.2,4.7,5.7,11.74,11.74,11.74,12.74,13.048,13.548,14.048,14.052,6.04,8.352,9.852
0.28,0.2,6,19,24,19,21,3.8,4.8,5.3,6.3,13.548,13.548,13.548,14.548,14.856,15.356,15.856,15.86,7.248,9.56,11.06
0.28,0.2,7,22,27,22,24,4.4,5.4,5.9,6.9,15.356,15.356,15.356,16.356,16.664,17.164,17.664,17.668,8.456,10.768,12.268
0.28,0.2,8,25,30,25,27,5.0,6.0,6.5,7.5,17.164,17.164,17.164,18.164,18.472,18.972,19.472,19.476,9.664,11.976,13.476
0.28,0.2,9,28,33,28,30,5.6,6.6,7.1,8.1,18.972,18.972,18.972,19.972,20.28,20.78,21.28,21.284,10.872,13.184,14.684
0.28,0.2,10,31,36,31,33,6.2,7.2,7.7,8.7,20.78,20.78,20.78,21.78,22.088,22.588,23.088,23.092,12.08,14.392,15.892
0.28,0.2,11,34,39,34,36,6.8,7.8,8.3,9.3,22.588,22.588,22.588,23.588,23.896,24.396,24.896,24.9,13.288,15.6,17.1
0.28,0.2,12,37,42,37,39,7.4,8.4,8.9,9.9,24.396,24.396,24.396,25.396,25.704,26.204,26.704,26.708,14.496,16.808,18.308
0.28,0.2,13,40,45,40,42,8.0,9.0,9.5,10.5,26.204,26.204,26.204,27.204,27.512,28.012,28.512,28.516,15.704,18.016,19.516
0.28,0.2,14,43,48,43,45,8.6,9.6,10.1,11.1,28.012,28.012,28.012,29.012,29.32,29.82,30.32,30.324,16.912,19.224,20.724
0.28,0.2,15,46,51,46,48,9.2,10.2,10.7,11.7,29.82,29.82,29.82,30.82,31.128,31.628,32.128,32.132,18.12,20.432,21.932
0.28,0.2,16,49,54,49,51,9.8,10.8,11.3,12.3,31.628,31.628,31.628,32.628,32.936,33.436,33.936,33.94,19.328,21.64,23.14
0.28,0.2,17,52,57,52,54,10.4,11.4,11.9,12.9,33.436,33.436,33.436,34.436,34.744,35.244,35.744,35.748,20.536,22.848,24.348
0.28,0.2,18,55,60,55,60,11.0,12.0,12.5,13.5,35.244,35.244,35.244,36.244,36.552,,37.552,37.556,21.744,24.056,25.556
0.28,0.1,0,1,6,1,3,0.1,0.6,1.6,2.1,,2.1,2.1,3.1,3.408,3.908,4.408,4.412,0.0,2.312,3.812
0.28,0.1,1,4,9,4,6,0.4,0.9,1.9,2.4,3.908,3.908,3.908,4.908,5.216,5.716,6.216,6.22,1.508,3.82,5.32
0.28,0.1,2,7,12,7,9,0.7,1.2,2.2,2.7,5.716,5.716,5.716,6.716,7.024,7.524,8.024,8.028,3.016,5.328,6.828
0.28,0.1,3,10,15,10,12,1.0,1.5,2.5,3.0,7.524,7.524,7.524,8.524,8.832,9.332,9.832,9.836,4.524,6.836,8.336
0.28,0.1,4,13,18,13,15,1.3,1.8,2.8,3.3,9.332,9.332,9.332,10.332,10.64,11.14,11.64,11.644,6.032,8.344,9.844
0.28,0.1,5,16,21,16,18,1.6,2.1,3.1,3.6,11.14,11.14,11.14,12.14,12.448,12.948,13.448,13.452,7.54,9.852,11.352
0.28,0.1,6,19,24,19,21,1.9,2.4,3.4,3.9,12.948,12.948,12.948,13.948,14.256,14.756,15.256,15.26,9.048,11.36,12.86
0.28,0.1,7,22,27,22,24,2.2,2.7,3.7,4.2,14.756,14.756,14.756,15.756,16.064,16.564,17.064,17.068,10.556,12.868,14.368
0.28,0.1,8,25,30,25,27,2.5,3.0,4.0,4.5,16.564,16.564,16.564,17.564,17.872,18.372,18.872,18.876,12.064,14.376,15.876
0.28,0.1,9,28,33,28,30,2.8,3.3,4.3,4.8,18.372,18.372,18.372,19.372,19.68,20.18,20.68,20.684,13.572,15.884,17.384
0.28,0.1,10,31,36,31,33,3.1,3.6,4.6,5.1,20.18,20.18,20.18,21.18,21.488,21.988,22.488,22.492,15.08,17.392,18.892
0.28,0.1,11,34,39,34,36,3.4,3.9,4.9,5.4,21.988,21.988,21.988,22.988,23.296,23.796,24.296,24.3,16.588,18.9,20.4
0.28,0.1,12,37,42,37,39,3.7,4.2,5.2,5.7,23.796,23.796,23.796,24.796,25.104,25.604,26.104,26.108,18.096,20.408,21.908
0.28,0.1,13,40,45,40,42,4.0,4.5,5.5,6.0,25.604,25.604,25.604,26.604,26.912,27.412,27.912,27.916,19.604,21.916,23.416
0.28,0.1,14,43,48,43,45,4.3,4.8,5.8,6.3,27.412,27.412,27.412,28.412,28.72,29.22,29.72,29.724,21.112,23.424,24.924
0.28,0.1,15,46,51,46,48,4.6,5.1,6.1,6.6,29.22,29.22,29.22,30.22,30.528,31.028,31.528,31.532,22.62,24.932,26.432
0.28,0.1,16,49,54,49,51,4.9,5.4,6.4,6.9,31.028,31.028,31.028,32.028,32.336,32.836,33.336,33.34,24.128,26.44,27.94
0.28,0.1,17,52,57,52,54,5.2,5.7,6.7,7.2,32.836,32.836,32.836,33.836,34.144,34.644,35.144,35.148,25.636,27.948,29.448
0.28,0.1,18,55,60,55,60,5.5,6.0,7.0,7.5,34.644,34.644,34.644,35.644,35.952,,36.952,36.956,27.144,29.456,30.956
0.28,0.05,0,1,6,1,3,0.05,0.3,1.55,1.8,,1.8,1.8,2.8,3.108,3.608,4.108,4.112,0.0,2.312,3.812
0.28,0.05,1,4,9,4,6,0.2,0.45,1.7,1.95,3.608,3.608,3.608,4.608,4.916,5.416,5.916,5.92,1.658,3.97,5.47
0.28,0.05,2,7,12,7,9,0.35,0.6,1.85,2.1,5.416,5.416,5.416,6.416,6.724,7.224,7.724,7.728,3.316,5.628,7.128
0.28,0.05,3,10,15,10,12,0.5,0.75,2.0,2.25,7.224,7.224,7.224,8.224,8.532,9.032,9.532,9.536,4.974,7.286,8.786
0.28,0.05,4,13,18,13,15,0.65,0.9,2.15,2.4,9.032,9.032,9.032,10.032,10.34,10.84,11.34,11.344,6.632,8.944,10.444
0.28,0.05,5,16,21,16,18,0.8,1.05,2.3,2.55,10.84,10.84,10.84,11.84,12.148,12.648,13.148,13.152,8.29,10.602,12.102
0.28,0.05,6,19,24,19,21,0.95,1.2,2.45,2.7,12.648,12.648,12.648,13.648,13.956,14.456,14.956,14.96,9.948,12.26,13.76
0.28,0.05,7,22,27,22,24,1.1,1.35,2.6,2.85,14.456,14.456,14.456,15.456,15.764,16.264,16.764,16.768,11.606,13.918,15.418
0.28,0.05,8,25,30,25,27,1.25,1.5,2.75,3.0,16.264,16.264,16.264,17.264,17.572,18.072,18.572,18.576,13.264,15.576,17.076
0.28,0.05,9,28,33,28,30,1.4,1.65,2.9,3.15,18.072,18.072,18.072,19.072,19.38,19.88,20.38,20.384,14.922,17.234,18.734
0.28,0.05,10,31,36,31,33,1.55,1.8,3.05,3.3,19.88,19.88,19.88,20.88,21.188,21.688,22.188,22.192,16.58,18.892,20.392
0.28,0.05,11,34,39,34,36,1.7,1.95,3.2,3.45,21.688,21.688,21.688,22.688,22.996,23.496,23.996,24.0,18.238,20.55,22.05
0.28,0.05,12,37,42,37,39,1.85,2.1,3.35,3.6,23.496,23.496,23.496,24.496,24.804,25.304,25.804,25.808,19.896,22.208,23.708
0.28,0.05,13,40,45,40,42,2.0,2.25,3.5,3.75,25.304,25.304,25.304,26.304,26.612,27.112,27.612,27.616,21.554,23.866,25.366
0.28,0.05,14,43,48,43,45,2.15,2.4,3.65,3.9,27.112,27.112,27.112,28.112,28.42,28.92,29.42,29.424,23.212,25.524,27.024
0.28,0.05,15,46,51,46,48,2.3,2.55,3.8,4.05,28.92,28.92,28.92,29.92,30.228,30.728,31.228,31.232,24.87,27.182,28.682
0.28,0.05,16,49,54,49,51,2.45,2.7,3.95,4.2,30.728,30.728,30.728,31.728,32.036,32.536,33.036,33.04,26.528,28.84,30.34
0.28,0.05,17,52,57,52,54,2.6,2.85,4.1,4.35,32.536,32.536,32.536,33.536,33.844,34.344,34.844,34.848,28.186,30.498,31.998
0.28,0.05,18,55,60,55,60,2.75,3.0,4.25,4.5,34.344,34.344,34.344,35.344,35.652,,36.652,36.656,29.844,32.156,33.656
0.28,0.02,0,1,6,1,3,0.02,0.12,1.52,1.62,,1.62,1.62,2.62,2.928,3.428,3.928,3.932,0.0,2.312,3.812
0.28,0.02,1,4,9,4,6,0.08,0.18,1.58,1.68,3.428,3.428,3.428,4.428,4.736,5.236,5.736,5.74,1.748,4.06,5.56
0.28,0.02,2,7,12,7,9,0.14,0.24,1.64,1.74,5.236,5.236,5.236,6.236,6.544,7.044,7.544,7.548,3.496,5.808,7.308
0.28,0.02,3,10,15,10,12,0.2,0.3,1.7,1.8,7.044,7.044,7.044,8.044,8.352,8.852,9.352,9.356,5.244,7.556,9.056
0.28,0.02,4,13,18,13,15,0.26,0.36,1.76,1.86,8.852,8.852,8.852,9.852,10.16,10.66,11.16,11.164,6.992,9.304,10.804
0.28,0.02,5,16,21,16,18,0.32,0.42,1.82,1.92,10.66,10.66,10.66,11.66,11.968,12.468,12.968,12.972,8.74,11.052,12.552
0.28,0.02,6,19,24,19,21,0.38,0.48,1.88,1.98,12.468,12.468,12.468,13.468,13.776,14.276,14.776,14.78,10.488,12.8,14.3
0.28,0.02,7,22,27,22,24,0.44,0.54,1.94,2.04,14.276,14.276,14.276,15.276,15.584,16.084,16.584,16.588,12.236,14.548,16.048
0.28,0.02,8,25,30,25,27,0.5,0.6,2.0,2.1,16.084,16.084,16.084,17.084,17.392,17.892,18.392,18.396,13.984,16.296,17.796
0.28,0.02,9,28,33,28,30,0.56,0.66,2.06,2.16,17.892,17.892,17.892,18.892,19.2,19.7,20.2,20.204,15.732,18.044,19.544
0.28,0.02,10,31,36,31,33,0.62,0.72,2.12,2.22,19.7,19.7,19.7,20.7,21.008,21.508,22.008,22.012,17.48,19.792,21.292
0.28,0.02,11,34,39,34,36,0.68,0.78,2.18,2.28,21.508,21.508,21.508,22.508,22.816,23.316,23.816,23.82,19.228,21.54,23.04
0.28,0.02,12,37,42,37,39,0.74,0.84,2.24,2.34,23.316,23.316,23.316,24.316,24.624,25.124,25.624,25.628,20.976,23.288,24.788
0.28,0.02,13,40,45,40,42,0.8,0.9,2.3,2.4,25.124,25.124,25.124,26.124,26.432,26.932,27.432,27.436,22.724,25.036,26.536
0.28,0.02,14,43,48,43,45,0.86,0.96,2.36,2.46,26.932,26.932,26.932,27.932,28.24,28.74,29.24,29.244,24.472,26.784,28.284
0.28,0.02,15,46,51,46,48,0.92,1.02,2.42,2.52,28.74,28.74,28.74,29.74,30.048,30.548,31.048,31.052,26.22,28.532,30.032
0.28,0.02,16,49,54,49,51,0.98,1.08,2.48,2.58,30.548,30.548,30.548,31.548,31.856,32.356,32.856,32.86,27.968,30.28,31.78
0.28,0.02,17,52,57,52,54,1.04,1.14,2.54,2.64,32.356,32.356,32.356,33.356,33.664,34.164,34.664,34.668,29.716,32.028,33.528
0.28,0.02,18,55,60,55,60,1.1,1.2,2.6,2.7,34.164,34.164,34.164,35.164,35.472,,36.472,36.476,31.464,33.776,35.276
measured,10.0,0,1,6,1,3,10.0,60.0,11.5,61.5,,61.5,61.5,62.5,67.178,67.678,68.178,68.182,0.0,6.682,8.182
measured,10.0,1,4,9,4,6,40.0,90.0,41.5,91.5,67.678,91.5,91.5,92.5,96.678,97.178,97.678,97.682,0.0,6.182,7.682
measured,10.0,2,7,12,7,9,70.0,120.0,71.5,121.5,97.178,121.5,121.5,122.5,126.738,127.238,127.738,127.742,0.0,6.242,7.742
measured,10.0,3,10,15,10,12,100.0,150.0,101.5,151.5,127.238,151.5,151.5,152.5,156.577,157.077,157.577,157.581,0.0,6.081,7.581
measured,10.0,4,13,18,13,15,130.0,180.0,131.5,181.5,157.077,181.5,181.5,182.5,186.558,187.058,187.558,187.562,0.0,6.062,7.562
measured,10.0,5,16,21,16,18,160.0,210.0,161.5,211.5,187.058,211.5,211.5,212.5,216.579,217.079,217.579,217.583,0.0,6.083,7.583
measured,10.0,6,19,24,19,21,190.0,240.0,191.5,241.5,217.079,241.5,241.5,242.5,246.668,247.168,247.668,247.672,0.0,6.172,7.672
measured,10.0,7,22,27,22,24,220.0,270.0,221.5,271.5,247.168,271.5,271.5,272.5,276.779,277.279,277.779,277.783,0.0,6.283,7.783
measured,10.0,8,25,30,25,27,250.0,300.0,251.5,301.5,277.279,301.5,301.5,302.5,306.858,307.358,307.858,307.862,0.0,6.362,7.862
measured,10.0,9,28,33,28,30,280.0,330.0,281.5,331.5,307.358,331.5,331.5,332.5,336.378,336.878,337.378,337.382,0.0,5.882,7.382
measured,10.0,10,31,36,31,33,310.0,360.0,311.5,361.5,336.878,361.5,361.5,362.5,366.308,366.808,367.308,367.312,0.0,5.812,7.312
measured,10.0,11,34,39,34,36,340.0,390.0,341.5,391.5,366.808,391.5,391.5,392.5,397.358,397.858,398.358,398.362,0.0,6.862,8.362
measured,10.0,12,37,42,37,39,370.0,420.0,371.5,421.5,397.858,421.5,421.5,422.5,428.278,428.778,429.278,429.282,0.0,7.782,9.282
measured,10.0,13,40,45,40,42,400.0,450.0,401.5,451.5,428.778,451.5,451.5,452.5,457.298,457.798,458.298,458.302,0.0,6.802,8.302
measured,10.0,14,43,48,43,45,430.0,480.0,431.5,481.5,457.798,481.5,481.5,482.5,486.499,486.999,487.499,487.503,0.0,6.003,7.503
measured,10.0,15,46,51,46,48,460.0,510.0,461.5,511.5,486.999,511.5,511.5,512.5,516.728,517.228,517.728,517.732,0.0,6.232,7.732
measured,10.0,16,49,54,49,51,490.0,540.0,491.5,541.5,517.228,541.5,541.5,542.5,546.588,547.088,547.588,547.592,0.0,6.092,7.592
measured,10.0,17,52,57,52,54,520.0,570.0,521.5,571.5,547.088,571.5,571.5,572.5,577.228,577.728,578.228,578.232,0.0,6.732,8.232
measured,10.0,18,55,60,55,60,550.0,600.0,551.5,601.5,577.728,601.5,601.5,602.5,608.528,,609.528,609.532,0.0,8.032,9.532
measured,5.0,0,1,6,1,3,5.0,30.0,6.5,31.5,,31.5,31.5,32.5,37.588,38.088,38.588,38.592,0.0,7.092,8.592
measured,5.0,1,4,9,4,6,20.0,45.0,21.5,46.5,38.088,46.5,46.5,47.5,51.808,52.308,52.808,52.812,0.0,6.312,7.812
measured,5.0,2,7,12,7,9,35.0,60.0,36.5,61.5,52.308,61.5,61.5,62.5,66.758,67.258,67.758,67.762,0.0,6.262,7.762
measured,5.0,3,10,15,10,12,50.0,75.0,51.5,76.5,67.258,76.5,76.5,77.5,81.668,82.168,82.668,82.672,0.0,6.172,7.672
measured,5.0,4,13,18,13,15,65.0,90.0,66.5,91.5,82.168,91.5,91.5,92.5,96.948,97.448,97.948,97.952,0.0,6.452,7.952
measured,5.0,5,16,21,16,18,80.0,105.0,81.5,106.5,97.448,106.5,106.5,107.5,111.858,112.358,112.858,112.862,0.0,6.362,7.862
measured,5.0,6,19,24,19,21,95.0,120.0,96.5,121.5,112.358,121.5,121.5,122.5,126.628,127.128,127.628,127.632,0.0,6.132,7.632
measured,5.0,7,22,27,22,24,110.0,135.0,111.5,136.5,127.128,136.5,136.5,137.5,141.608,142.108,142.608,142.612,0.0,6.112,7.612
measured,5.0,8,25,30,25,27,125.0,150.0,126.5,151.5,142.108,151.5,151.5,152.5,157.108,157.608,158.108,158.112,0.0,6.612,8.112
measured,5.0,9,28,33,28,30,140.0,165.0,141.5,166.5,157.608,166.5,166.5,167.5,171.728,172.228,172.728,172.732,0.0,6.232,7.732
measured,5.0,10,31,36,31,33,155.0,180.0,156.5,181.5,172.228,181.5,181.5,182.5,186.648,187.148,187.648,187.652,0.0,6.152,7.652
measured,5.0,11,34,39,34,36,170.0,195.0,171.5,196.5,187.148,196.5,196.5,197.5,202.708,203.208,203.708,203.712,0.0,7.212,8.712
measured,5.0,12,37,42,37,39,185.0,210.0,186.5,211.5,203.208,211.5,211.5,212.5,218.618,219.118,219.618,219.622,0.0,8.122,9.622
measured,5.0,13,40,45,40,42,200.0,225.0,201.5,226.5,219.118,226.5,226.5,227.5,232.638,233.138,233.638,233.642,0.0,7.142,8.642
measured,5.0,14,43,48,43,45,215.0,240.0,216.5,241.5,233.138,241.5,241.5,242.5,246.538,247.038,247.538,247.542,0.0,6.042,7.542
measured,5.0,15,46,51,46,48,230.0,255.0,231.5,256.5,247.038,256.5,256.5,257.5,261.808,262.308,262.808,262.812,0.0,6.312,7.812
measured,5.0,16,49,54,49,51,245.0,270.0,246.5,271.5,262.308,271.5,271.5,272.5,276.778,277.278,277.778,277.782,0.0,6.282,7.782
measured,5.0,17,52,57,52,54,260.0,285.0,261.5,286.5,277.278,286.5,286.5,287.5,292.068,292.568,293.068,293.072,0.0,6.572,8.072
measured,5.0,18,55,60,55,60,275.0,300.0,276.5,301.5,292.568,301.5,301.5,302.5,308.438,,309.438,309.442,0.0,7.942,9.442
measured,2.0,0,1,6,1,3,2.0,12.0,3.5,13.5,,13.5,13.5,14.5,19.718,20.218,20.718,20.722,0.0,7.222,8.722
measured,2.0,1,4,9,4,6,8.0,18.0,9.5,19.5,20.218,20.218,20.218,21.218,25.766,26.266,26.766,26.77,0.718,7.27,8.77
measured,2.0,2,7,12,7,9,14.0,24.0,15.5,25.5,26.266,26.266,26.266,27.266,31.803,32.303,32.803,32.807,0.766,7.307,8.807
measured,2.0,3,10,15,10,12,20.0,30.0,21.5,31.5,32.303,32.303,32.303,33.303,37.571,38.071,38.571,38.575,0.803,7.075,8.575
measured,2.0,4,13,18,13,15,26.0,36.0,27.5,37.5,38.071,38.071,38.071,39.071,43.199,43.699,44.199,44.203,0.571,6.703,8.203
measured,2.0,5,16,21,16,18,32.0,42.0,33.5,43.5,43.699,43.699,43.699,44.699,48.767,49.267,49.767,49.771,0.199,6.271,7.771
measured,2.0,6,19,24,19,21,38.0,48.0,39.5,49.5,49.267,49.5,49.5,50.5,54.898,55.398,55.898,55.902,0.0,6.402,7.902
measured,2.0,7,22,27,22,24,44.0,54.0,45.5,55.5,55.398,55.5,55.5,56.5,60.948,61.448,61.948,61.952,0.0,6.452,7.952
measured,2.0,8,25,30,25,27,50.0,60.0,51.5,61.5,61.448,61.5,61.5,62.5,66.768,67.268,67.768,67.772,0.0,6.272,7.772
measured,2.0,9,28,33,28,30,56.0,66.0,57.5,67.5,67.268,67.5,67.5,68.5,72.328,72.828,73.328,73.332,0.0,5.832,7.332
measured,2.0,10,31,36,31,33,62.0,72.0,63.5,73.5,72.828,73.5,73.5,74.5,78.839,79.339,79.839,79.843,0.0,6.343,7.843
measured,2.0,11,34,39,34,36,68.0,78.0,69.5,79.5,79.339,79.5,79.5,80.5,85.208,85.708,86.208,86.212,0.0,6.712,8.212
measured,2.0,12,37,42,37,39,74.0,84.0,75.5,85.5,85.708,85.708,85.708,86.708,92.476,92.976,93.476,93.48,0.208,7.98,9.48
measured,2.0,13,40,45,40,42,80.0,90.0,81.5,91.5,92.976,92.976,92.976,93.976,98.664,99.164,99.664,99.668,1.476,8.168,9.668
measured,2.0,14,43,48,43,45,86.0,96.0,87.5,97.5,99.164,99.164,99.164,100.164,104.252,104.752,105.252,105.256,1.664,7.756,9.256
measured,2.0,15,46,51,46,48,92.0,102.0,93.5,103.5,104.752,104.752,104.752,105.752,109.93,110.43,110.93,110.934,1.252,7.434,8.934
measured,2.0,16,49,54,49,51,98.0,108.0,99.5,109.5,110.43,110.43,110.43,111.43,115.358,115.858,116.358,116.362,0.93,6.862,8.362
measured,2.0,17,52,57,52,54,104.0,114.0,105.5,115.5,115.858,115.858,115.858,116.858,121.266,121.766,122.266,122.27,0.358,6.77,8.27
measured,2.0,18,55,60,55,60,110.0,120.0,111.5,121.5,121.766,121.766,121.766,122.766,128.864,,129.864,129.868,0.266,8.368,9.868
measured,1.0,0,1,6,1,3,1.0,6.0,2.5,7.5,,7.5,7.5,8.5,13.108,13.608,14.108,14.112,0.0,6.612,8.112
measured,1.0,1,4,9,4,6,4.0,9.0,5.5,10.5,13.608,13.608,13.608,14.608,18.636,19.136,19.636,19.64,3.108,9.14,10.64
measured,1.0,2,7,12,7,9,7.0,12.0,8.5,13.5,19.136,19.136,19.136,20.136,24.204,24.704,25.204,25.208,5.636,11.708,13.208
measured,1.0,3,10,15,10,12,10.0,15.0,11.5,16.5,24.704,24.704,24.704,25.704,30.292,30.792,31.292,31.296,8.204,14.796,16.296
measured,1.0,4,13,18,13,15,13.0,18.0,14.5,19.5,30.792,30.792,30.792,31.792,35.921,36.421,36.921,36.925,11.292,17.425,18.925
measured,1.0,5,16,21,16,18,16.0,21.0,17.5,22.5,36.421,36.421,36.421,37.421,41.639,42.139,42.639,42.643,13.921,20.143,21.643
measured,1.0,6,19,24,19,21,19.0,24.0,20.5,25.5,42.139,42.139,42.139,43.139,47.417,47.917,48.417,48.421,16.639,22.921,24.421
measured,1.0,7,22,27,22,24,22.0,27.0,23.5,28.5,47.917,47.917,47.917,48.917,53.195,53.695,54.195,54.199,19.417,25.699,27.199
measured,1.0,8,25,30,25,27,25.0,30.0,26.5,31.5,53.695,53.695,53.695,54.695,58.753,59.253,59.753,59.757,22.195,28.257,29.757
measured,1.0,9,28,33,28,30,28.0,33.0,29.5,34.5,59.253,59.253,59.253,60.253,64.351,64.851,65.351,65.355,24.753,30.855,32.355
measured,1.0,10,31,36,31,33,31.0,36.0,32.5,37.5,64.851,64.851,64.851,65.851,69.929,70.429,70.929,70.933,27.351,33.433,34.933
measured,1.0,11,34,39,34,36,34.0,39.0,35.5,40.5,70.429,70.429,70.429,71.429,76.557,77.057,77.557,77.561,29.929,37.061,38.561
