algorithm_latency_us,round_period_us,window_id,read_lo,read_hi,commit_lo,commit_hi,first_qpu_send_us,last_qpu_send_us,first_buffer0_us,buffer0_ready_us,dependency_arrival_us,queued_us,dispatch_us,cwd_arrival_us,decode_done_us,dd_delivery_us,wdo_delivery_us,frame_commit_us,dependency_block_us,buffer0_ready_to_frame_us,qpu_last_round_to_frame_us
0.028,0.2,18,55,60,55,60,11.0,12.0,12.5,13.5,30.708,30.708,30.708,31.708,31.764,,32.764,32.768,17.208,19.268,20.768
0.028,0.1,0,1,6,1,3,0.1,0.6,1.6,2.1,,2.1,2.1,3.1,3.156,3.656,4.156,4.16,0.0,2.06,3.56
0.028,0.1,1,4,9,4,6,0.4,0.9,1.9,2.4,3.656,3.656,3.656,4.656,4.712,5.212,5.712,5.716,1.256,3.316,4.816
0.028,0.1,2,7,12,7,9,0.7,1.2,2.2,2.7,5.212,5.212,5.212,6.212,6.268,6.768,7.268,7.272,2.512,4.572,6.072
0.028,0.1,3,10,15,10,12,1.0,1.5,2.5,3.0,6.768,6.768,6.768,7.768,7.824,8.324,8.824,8.828,3.768,5.828,7.328
0.028,0.1,4,13,18,13,15,1.3,1.8,2.8,3.3,8.324,8.324,8.324,9.324,9.38,9.88,10.38,10.384,5.024,7.084,8.584
0.028,0.1,5,16,21,16,18,1.6,2.1,3.1,3.6,9.88,9.88,9.88,10.88,10.936,11.436,11.936,11.94,6.28,8.34,9.84
0.028,0.1,6,19,24,19,21,1.9,2.4,3.4,3.9,11.436,11.436,11.436,12.436,12.492,12.992,13.492,13.496,7.536,9.596,11.096
0.028,0.1,7,22,27,22,24,2.2,2.7,3.7,4.2,12.992,12.992,12.992,13.992,14.048,14.548,15.048,15.052,8.792,10.852,12.352
0.028,0.1,8,25,30,25,27,2.5,3.0,4.0,4.5,14.548,14.548,14.548,15.548,15.604,16.104,16.604,16.608,10.048,12.108,13.608
0.028,0.1,9,28,33,28,30,2.8,3.3,4.3,4.8,16.104,16.104,16.104,17.104,17.16,17.66,18.16,18.164,11.304,13.364,14.864
0.028,0.1,10,31,36,31,33,3.1,3.6,4.6,5.1,17.66,17.66,17.66,18.66,18.716,19.216,19.716,19.72,12.56,14.62,16.12
0.028,0.1,11,34,39,34,36,3.4,3.9,4.9,5.4,19.216,19.216,19.216,20.216,20.272,20.772,21.272,21.276,13.816,15.876,17.376
0.028,0.1,12,37,42,37,39,3.7,4.2,5.2,5.7,20.772,20.772,20.772,21.772,21.828,22.328,22.828,22.832,15.072,17.132,18.632
0.028,0.1,13,40,45,40,42,4.0,4.5,5.5,6.0,22.328,22.328,22.328,23.328,23.384,23.884,24.384,24.388,16.328,18.388,19.888
0.028,0.1,14,43,48,43,45,4.3,4.8,5.8,6.3,23.884,23.884,23.884,24.884,24.94,25.44,25.94,25.944,17.584,19.644,21.144
0.028,0.1,15,46,51,46,48,4.6,5.1,6.1,6.6,25.44,25.44,25.44,26.44,26.496,26.996,27.496,27.5,18.84,20.9,22.4
0.028,0.1,16,49,54,49,51,4.9,5.4,6.4,6.9,26.996,26.996,26.996,27.996,28.052,28.552,29.052,29.056,20.096,22.156,23.656
0.028,0.1,17,52,57,52,54,5.2,5.7,6.7,7.2,28.552,28.552,28.552,29.552,29.608,30.108,30.608,30.612,21.352,23.412,24.912
0.028,0.1,18,55,60,55,60,5.5,6.0,7.0,7.5,30.108,30.108,30.108,31.108,31.164,,32.164,32.168,22.608,24.668,26.168
0.028,0.05,0,1,6,1,3,0.05,0.3,1.55,1.8,,1.8,1.8,2.8,2.856,3.356,3.856,3.86,0.0,2.06,3.56
0.028,0.05,1,4,9,4,6,0.2,0.45,1.7,1.95,3.356,3.356,3.356,4.356,4.412,4.912,5.412,5.416,1.406,3.466,4.966
0.028,0.05,2,7,12,7,9,0.35,0.6,1.85,2.1,4.912,4.912,4.912,5.912,5.968,6.468,6.968,6.972,2.812,4.872,6.372
0.028,0.05,3,10,15,10,12,0.5,0.75,2.0,2.25,6.468,6.468,6.468,7.468,7.524,8.024,8.524,8.528,4.218,6.278,7.778
0.028,0.05,4,13,18,13,15,0.65,0.9,2.15,2.4,8.024,8.024,8.024,9.024,9.08,9.58,10.08,10.084,5.624,7.684,9.184
0.028,0.05,5,16,21,16,18,0.8,1.05,2.3,2.55,9.58,9.58,9.58,10.58,10.636,11.136,11.636,11.64,7.03,9.09,10.59
0.028,0.05,6,19,24,19,21,0.95,1.2,2.45,2.7,11.136,11.136,11.136,12.136,12.192,12.692,13.192,13.196,8.436,10.496,11.996
0.028,0.05,7,22,27,22,24,1.1,1.35,2.6,2.85,12.692,12.692,12.692,13.692,13.748,14.248,14.748,14.752,9.842,11.902,13.402
0.028,0.05,8,25,30,25,27,1.25,1.5,2.75,3.0,14.248,14.248,14.248,15.248,15.304,15.804,16.304,16.308,11.248,13.308,14.808
0.028,0.05,9,28,33,28,30,1.4,1.65,2.9,3.15,15.804,15.804,15.804,16.804,16.86,17.36,17.86,17.864,12.654,14.714,16.214
0.028,0.05,10,31,36,31,33,1.55,1.8,3.05,3.3,17.36,17.36,17.36,18.36,18.416,18.916,19.416,19.42,14.06,16.12,17.62
0.028,0.05,11,34,39,34,36,1.7,1.95,3.2,3.45,18.916,18.916,18.916,19.916,19.972,20.472,20.972,20.976,15.466,17.526,19.026
0.028,0.05,12,37,42,37,39,1.85,2.1,3.35,3.6,20.472,20.472,20.472,21.472,21.528,22.028,22.528,22.532,16.872,18.932,20.432
0.028,0.05,13,40,45,40,42,2.0,2.25,3.5,3.75,22.028,22.028,22.028,23.028,23.084,23.584,24.084,24.088,18.278,20.338,21.838
0.028,0.05,14,43,48,43,45,2.15,2.4,3.65,3.9,23.584,23.584,23.584,24.584,24.64,25.14,25.64,25.644,19.684,21.744,23.244
0.028,0.05,15,46,51,46,48,2.3,2.55,3.8,4.05,25.14,25.14,25.14,26.14,26.196,26.696,27.196,27.2,21.09,23.15,24.65
0.028,0.05,16,49,54,49,51,2.45,2.7,3.95,4.2,26.696,26.696,26.696,27.696,27.752,28.252,28.752,28.756,22.496,24.556,26.056
0.028,0.05,17,52,57,52,54,2.6,2.85,4.1,4.35,28.252,28.252,28.252,29.252,29.308,29.808,30.308,30.312,23.902,25.962,27.462
0.028,0.05,18,55,60,55,60,2.75,3.0,4.25,4.5,29.808,29.808,29.808,30.808,30.864,,31.864,31.868,25.308,27.368,28.868
0.028,0.02,0,1,6,1,3,0.02,0.12,1.52,1.62,,1.62,1.62,2.62,2.676,3.176,3.676,3.68,0.0,2.06,3.56
0.028,0.02,1,4,9,4,6,0.08,0.18,1.58,1.68,3.176,3.176,3.176,4.176,4.232,4.732,5.232,5.236,1.496,3.556,5.056
0.028,0.02,2,7,12,7,9,0.14,0.24,1.64,1.74,4.732,4.732,4.732,5.732,5.788,6.288,6.788,6.792,2.992,5.052,6.552
0.028,0.02,3,10,15,10,12,0.2,0.3,1.7,1.8,6.288,6.288,6.288,7.288,7.344,7.844,8.344,8.348,4.488,6.548,8.048
0.028,0.02,4,13,18,13,15,0.26,0.36,1.76,1.86,7.844,7.844,7.844,8.844,8.9,9.4,9.9,9.904,5.984,8.044,9.544
0.028,0.02,5,16,21,16,18,0.32,0.42,1.82,1.92,9.4,9.4,9.4,10.4,10.456,10.956,11.456,11.46,7.48,9.54,11.04
0.028,0.02,6,19,24,19,21,0.38,0.48,1.88,1.98,10.956,10.956,10.956,11.956,12.012,12.512,13.012,13.016,8.976,11.036,12.536
0.028,0.02,7,22,27,22,24,0.44,0.54,1.94,2.04,12.512,12.512,12.512,13.512,13.568,14.068,14.568,14.572,10.472,12.532,14.032
0.028,0.02,8,25,30,25,27,0.5,0.6,2.0,2.1,14.068,14.068,14.068,15.068,15.124,15.624,16.124,16.128,11.968,14.028,15.528
0.028,0.02,9,28,33,28,30,0.56,0.66,2.06,2.16,15.624,15.624,15.624,16.624,16.68,17.18,17.68,17.684,13.464,15.524,17.024
0.028,0.02,10,31,36,31,33,0.62,0.72,2.12,2.22,17.18,17.18,17.18,18.18,18.236,18.736,19.236,19.24,14.96,17.02,18.52
0.028,0.02,11,34,39,34,36,0.68,0.78,2.18,2.28,18.736,18.736,18.736,19.736,19.792,20.292,20.792,20.796,16.456,18.516,20.016
0.028,0.02,12,37,42,37,39,0.74,0.84,2.24,2.34,20.292,20.292,20.292,21.292,21.348,21.848,22.348,22.352,17.952,20.012,21.512
0.028,0.02,13,40,45,40,42,0.8,0.9,2.3,2.4,21.848,21.848,21.848,22.848,22.904,23.404,23.904,23.908,19.448,21.508,23.008
0.028,0.02,14,43,48,43,45,0.86,0.96,2.36,2.46,23.404,23.404,23.404,24.404,24.46,24.96,25.46,25.464,20.944,23.004,24.504
0.028,0.02,15,46,51,46,48,0.92,1.02,2.42,2.52,24.96,24.96,24.96,25.96,26.016,26.516,27.016,27.02,22.44,24.5,26.0
0.028,0.02,16,49,54,49,51,0.98,1.08,2.48,2.58,26.516,26.516,26.516,27.516,27.572,28.072,28.572,28.576,23.936,25.996,27.496
0.028,0.02,17,52,57,52,54,1.04,1.14,2.54,2.64,28.072,28.072,28.072,29.072,29.128,29.628,30.128,30.132,25.432,27.492,28.992
0.028,0.02,18,55,60,55,60,1.1,1.2,2.6,2.7,29.628,29.628,29.628,30.628,30.684,,31.684,31.688,26.928,28.988,30.488
0.28,10.0,0,1,6,1,3,10.0,60.0,11.5,61.5,,61.5,61.5,62.5,62.808,63.308,63.808,63.812,0.0,2.312,3.812
0.28,10.0,1,4,9,4,6,40.0,90.0,41.5,91.5,63.308,91.5,91.5,92.5,92.808,93.308,93.808,93.812,0.0,2.312,3.812
0.28,10.0,2,7,12,7,9,70.0,120.0,71.5,121.5,93.308,121.5,121.5,122.5,122.808,123.308,123.808,123.812,0.0,2.312,3.812
0.28,10.0,3,10,15,10,12,100.0,150.0,101.5,151.5,123.308,151.5,151.5,152.5,152.808,153.308,153.808,153.812,0.0,2.312,3.812
0.28,10.0,4,13,18,13,15,130.0,180.0,131.5,181.5,153.308,181.5,181.5,182.5,182.808,183.308,183.808,183.812,0.0,2.312,3.812
0.28,10.0,5,16,21,16,18,160.0,210.0,161.5,211.5,183.308,211.5,211.5,212.5,212.808,213.308,213.808,213.812,0.0,2.312,3.812
0.28,10.0,6,19,24,19,21,190.0,240.0,191.5,241.5,213.308,241.5,241.5,242.5,242.808,243.308,243.808,243.812,0.0,2.312,3.812
0.28,10.0,7,22,27,22,24,220.0,270.0,221.5,271.5,243.308,271.5,271.5,272.5,272.808,273.308,273.808,273.812,0.0,2.312,3.812
0.28,10.0,8,25,30,25,27,250.0,300.0,251.5,301.5,273.308,301.5,301.5,302.5,302.808,303.308,303.808,303.812,0.0,2.312,3.812
0.28,10.0,9,28,33,28,30,280.0,330.0,281.5,331.5,303.308,331.5,331.5,332.5,332.808,333.308,333.808,333.812,0.0,2.312,3.812
0.28,10.0,10,31,36,31,33,310.0,360.0,311.5,361.5,333.308,361.5,361.5,362.5,362.808,363.308,363.808,363.812,0.0,2.312,3.812
0.28,10.0,11,34,39,34,36,340.0,390.0,341.5,391.5,363.308,391.5,391.5,392.5,392.808,393.308,393.808,393.812,0.0,2.312,3.812
0.28,10.0,12,37,42,37,39,370.0,420.0,371.5,421.5,393.308,421.5,421.5,422.5,422.808,423.308,423.808,423.812,0.0,2.312,3.812
0.28,10.0,13,40,45,40,42,400.0,450.0,401.5,451.5,423.308,451.5,451.5,452.5,452.808,453.308,453.808,453.812,0.0,2.312,3.812
0.28,10.0,14,43,48,43,45,430.0,480.0,431.5,481.5,453.308,481.5,481.5,482.5,482.808,483.308,483.808,483.812,0.0,2.312,3.812
0.28,10.0,15,46,51,46,48,460.0,510.0,461.5,511.5,483.308,511.5,511.5,512.5,512.808,513.308,513.808,513.812,0.0,2.312,3.812
0.28,10.0,16,49,54,49,51,490.0,540.0,491.5,541.5,513.308,541.5,541.5,542.5,542.808,543.308,543.808,543.812,0.0,2.312,3.812
0.28,10.0,17,52,57,52,54,520.0,570.0,521.5,571.5,543.308,571.5,571.5,572.5,572.808,573.308,573.808,573.812,0.0,2.312,3.812
0.28,10.0,18,55,60,55,60,550.0,600.0,551.5,601.5,573.308,601.5,601.5,602.5,602.808,,603.808,603.812,0.0,2.312,3.812
0.28,5.0,0,1,6,1,3,5.0,30.0,6.5,31.5,,31.5,31.5,32.5,32.808,33.308,33.808,33.812,0.0,2.312,3.812
0.28,5.0,1,4,9,4,6,20.0,45.0,21.5,46.5,33.308,46.5,46.5,47.5,47.808,48.308,48.808,48.812,0.0,2.312,3.812
0.28,5.0,2,7,12,7,9,35.0,60.0,36.5,61.5,48.308,61.5,61.5,62.5,62.808,63.308,63.808,63.812,0.0,2.312,3.812
0.28,5.0,3,10,15,10,12,50.0,75.0,51.5,76.5,63.308,76.5,76.5,77.5,77.808,78.308,78.808,78.812,0.0,2.312,3.812
0.28,5.0,4,13,18,13,15,65.0,90.0,66.5,91.5,78.308,91.5,91.5,92.5,92.808,93.308,93.808,93.812,0.0,2.312,3.812
0.28,5.0,5,16,21,16,18,80.0,105.0,81.5,106.5,93.308,106.5,106.5,107.5,107.808,108.308,108.808,108.812,0.0,2.312,3.812
0.28,5.0,6,19,24,19,21,95.0,120.0,96.5,121.5,108.308,121.5,121.5,122.5,122.808,123.308,123.808,123.812,0.0,2.312,3.812
0.28,5.0,7,22,27,22,24,110.0,135.0,111.5,136.5,123.308,136.5,136.5,137.5,137.808,138.308,138.808,138.812,0.0,2.312,3.812
0.28,5.0,8,25,30,25,27,125.0,150.0,126.5,151.5,138.308,151.5,151.5,152.5,152.808,153.308,153.808,153.812,0.0,2.312,3.812
0.28,5.0,9,28,33,28,30,140.0,165.0,141.5,166.5,153.308,166.5,166.5,167.5,167.808,168.308,168.808,168.812,0.0,2.312,3.812
0.28,5.0,10,31,36,31,33,155.0,180.0,156.5,181.5,168.308,181.5,181.5,182.5,182.808,183.308,183.808,183.812,0.0,2.312,3.812
0.28,5.0,11,34,39,34,36,170.0,195.0,171.5,196.5,183.308,196.5,196.5,197.5,197.808,198.308,198.808,198.812,0.0,2.312,3.812
0.28,5.0,12,37,42,37,39,185.0,210.0,186.5,211.5,198.308,211.5,211.5,212.5,212.808,213.308,213.808,213.812,0.0,2.312,3.812
0.28,5.0,13,40,45,40,42,200.0,225.0,201.5,226.5,213.308,226.5,226.5,227.5,227.808,228.308,228.808,228.812,0.0,2.312,3.812
0.28,5.0,14,43,48,43,45,215.0,240.0,216.5,241.5,228.308,241.5,241.5,242.5,242.808,243.308,243.808,243.812,0.0,2.312,3.812
0.28,5.0,15,46,51,46,48,230.0,255.0,231.5,256.5,243.308,256.5,256.5,257.5,257.808,258.308,258.808,258.812,0.0,2.312,3.812
0.28,5.0,16,49,54,49,51,245.0,270.0,246.5,271.5,258.308,271.5,271.5,272.5,272.808,273.308,273.808,273.812,0.0,2.312,3.812
0.28,5.0,17,52,57,52,54,260.0,285.0,261.5,286.5,273.308,286.5,286.5,287.5,287.808,288.308,288.808,288.812,0.0,2.312,3.812
0.28,5.0,18,55,60,55,60,275.0,300.0,276.5,301.5,288.308,301.5,301.5,302.5,302.808,,303.808,303.812,0.0,2.312,3.812
0.28,2.0,0,1,6,1,3,2.0,12.0,3.5,13.5,,13.5,13.5,14.5,14.808,15.308,15.808,15.812,0.0,2.312,3.812
0.28,2.0,1,4,9,4,6,8.0,18.0,9.5,19.5,15.308,19.5,19.5,20.5,20.808,21.308,21.808,21.812,0.0,2.312,3.812
0.28,2.0,2,7,12,7,9,14.0,24.0,15.5,25.5,21.308,25.5,25.5,26.5,26.808,27.308,27.808,27.812,0.0,2.312,3.812
0.28,2.0,3,10,15,10,12,20.0,30.0,21.5,31.5,27.308,31.5,31.5,32.5,32.808,33.308,33.808,33.812,0.0,2.312,3.812
0.28,2.0,4,13,18,13,15,26.0,36.0,27.5,37.5,33.308,37.5,37.5,38.5,38.808,39.308,39.808,39.812,0.0,2.312,3.812
0.28,2.0,5,16,21,16,18,32.0,42.0,33.5,43.5,39.308,43.5,43.5,44.5,44.808,45.308,45.808,45.812,0.0,2.312,3.812
0.28,2.0,6,19,24,19,21,38.0,48.0,39.5,49.5,45.308,49.5,49.5,50.5,50.808,51.308,51.808,51.812,0.0,2.312,3.812
0.28,2.0,7,22,27,22,24,44.0,54.0,45.5,55.5,51.308,55.5,55.5,56.5,56.808,57.308,57.808,57.812,0.0,2.312,3.812
0.28,2.0,8,25,30,25,27,50.0,60.0,51.5,61.5,57.308,61.5,61.5,62.5,62.808,63.308,63.808,63.812,0.0,2.312,3.812
0.28,2.0,9,28,33,28,30,56.0,66.0,57.5,67.5,63.308,67.5,67.5,68.5,68.808,69.308,69.808,69.812,0.0,2.312,3.812
0.28,2.0,10,31,36,31,33,62.0,72.0,63.5,73.5,69.308,73.5,73.5,74.5,74.808,75.308,75.808,75.812,0.0,2.312,3.812
0.28,2.0,11,34,39,34,36,68.0,78.0,69.5,79.5,75.308,79.5,79.5,80.5,80.808,81.308,81.808,81.812,0.0,2.312,3.812
0.28,2.0,12,37,42,37,39,74.0,84.0,75.5,85.5,81.308,85.5,85.5,86.5,86.808,87.308,87.808,87.812,0.0,2.312,3.812
0.28,2.0,13,40,45,40,42,80.0,90.0,81.5,91.5,87.308,91.5,91.5,92.5,92.808,93.308,93.808,93.812,0.0,2.312,3.812
0.28,2.0,14,43,48,43,45,86.0,96.0,87.5,97.5,93.308,97.5,97.5,98.5,98.808,99.308,99.808,99.812,0.0,2.312,3.812
0.28,2.0,15,46,51,46,48,92.0,102.0,93.5,103.5,99.308,103.5,103.5,104.5,104.808,105.308,105.808,105.812,0.0,2.312,3.812
0.28,2.0,16,49,54,49,51,98.0,108.0,99.5,109.5,105.308,109.5,109.5,110.5,110.808,111.308,111.808,111.812,0.0,2.312,3.812
0.28,2.0,17,52,57,52,54,104.0,114.0,105.5,115.5,111.308,115.5,115.5,116.5,116.808,117.308,117.808,117.812,0.0,2.312,3.812
0.28,2.0,18,55,60,55,60,110.0,120.0,111.5,121.5,117.308,121.5,121.5,122.5,122.808,,123.808,123.812,0.0,2.312,3.812
0.28,1.0,0,1,6,1,3,1.0,6.0,2.5,7.5,,7.5,7.5,8.5,8.808,9.308,9.808,9.812,0.0,2.312,3.812
0.28,1.0,1,4,9,4,6,4.0,9.0,5.5,10.5,9.308,10.5,10.5,11.5,11.808,12.308,12.808,12.812,0.0,2.312,3.812
0.28,1.0,2,7,12,7,9,7.0,12.0,8.5,13.5,12.308,13.5,13.5,14.5,14.808,15.308,15.808,15.812,0.0,2.312,3.812
0.28,1.0,3,10,15,10,12,10.0,15.0,11.5,16.5,15.308,16.5,16.5,17.5,17.808,18.308,18.808,18.812,0.0,2.312,3.812
0.28,1.0,4,13,18,13,15,13.0,18.0,14.5,19.5,18.308,19.5,19.5,20.5,20.808,21.308,21.808,21.812,0.0,2.312,3.812
0.28,1.0,5,16,21,16,18,16.0,21.0,17.5,22.5,21.308,22.5,22.5,23.5,23.808,24.308,24.808,24.812,0.0,2.312,3.812
0.28,1.0,6,19,24,19,21,19.0,24.0,20.5,25.5,24.308,25.5,25.5,26.5,26.808,27.308,27.808,27.812,0.0,2.312,3.812
0.28,1.0,7,22,27,22,24,22.0,27.0,23.5,28.5,27.308,28.5,28.5,29.5,29.808,30.308,30.808,30.812,0.0,2.312,3.812
0.28,1.0,8,25,30,25,27,25.0,30.0,26.5,31.5,30.308,31.5,31.5,32.5,32.808,33.308,33.808,33.812,0.0,2.312,3.812
0.28,1.0,9,28,33,28,30,28.0,33.0,29.5,34.5,33.308,34.5,34.5,35.5,35.808,36.308,36.808,36.812,0.0,2.312,3.812
0.28,1.0,10,31,36,31,33,31.0,36.0,32.5,37.5,36.308,37.5,37.5,38.5,38.808,39.308,39.808,39.812,0.0,2.312,3.812
0.28,1.0,11,34,39,34,36,34.0,39.0,35.5,40.5,39.308,40.5,40.5,41.5,41.808,42.308,42.808,42.812,0.0,2.312,3.812
0.28,1.0,12,37,42,37,39,37.0,42.0,38.5,43.5,42.308,43.5,43.5,44.5,44.808,45.308,45.808,45.812,0.0,2.312,3.812
0.28,1.0,13,40,45,40,42,40.0,45.0,41.5,46.5,45.308,46.5,46.5,47.5,47.808,48.308,48.808,48.812,0.0,2.312,3.812
0.28,1.0,14,43,48,43,45,43.0,48.0,44.5,49.5,48.308,49.5,49.5,50.5,50.808,51.308,51.808,51.812,0.0,2.312,3.812
0.28,1.0,15,46,51,46,48,46.0,51.0,47.5,52.5,51.308,52.5,52.5,53.5,53.808,54.308,54.808,54.812,0.0,2.312,3.812
0.28,1.0,16,49,54,49,51,49.0,54.0,50.5,55.5,54.308,55.5,55.5,56.5,56.808,57.308,57.808,57.812,0.0,2.312,3.812
0.28,1.0,17,52,57,52,54,52.0,57.0,53.5,58.5,57.308,58.5,58.5,59.5,59.808,60.308,60.808,60.812,0.0,2.312,3.812
0.28,1.0,18,55,60,55,60,55.0,60.0,56.5,61.5,60.308,61.5,61.5,62.5,62.808,,63.808,63.812,0.0,2.312,3.812
0.28,0.9,0,1,6,1,3,0.9,5.4,2.4,6.9,,6.9,6.9,7.9,8.208,8.708,9.208,9.212,0.0,2.312,3.812
0.28,0.9,1,4,9,4,6,3.6,8.1,5.1,9.6,8.708,9.6,9.6,10.6,10.908,11.408,11.908,11.912,0.0,2.312,3.812
0.28,0.9,2,7,12,7,9,6.3,10.8,7.8,12.3,11.408,12.3,12.3,13.3,13.608,14.108,14.608,14.612,0.0,2.312,3.812
0.28,0.9,3,10,15,10,12,9.0,13.5,10.5,15.0,14.108,15.0,15.0,16.0,16.308,16.808,17.308,17.312,0.0,2.312,3.812
0.28,0.9,4,13,18,13,15,11.7,16.2,13.2,17.7,16.808,17.7,17.7,18.7,19.008,19.508,20.008,20.012,0.0,2.312,3.812
0.28,0.9,5,16,21,16,18,14.4,18.9,15.9,20.4,19.508,20.4,20.4,21.4,21.708,22.208,22.708,22.712,0.0,2.312,3.812
0.28,0.9,6,19,24,19,21,17.1,21.6,18.6,23.1,22.208,23.1,23.1,24.1,24.408,24.908,25.408,25.412,0.0,2.312,3.812
0.28,0.9,7,22,27,22,24,19.8,24.3,21.3,25.8,24.908,25.8,25.8,26.8,27.108,27.608,28.108,28.112,0.0,2.312,3.812
0.28,0.9,8,25,30,25,27,22.5,27.0,24.0,28.5,27.608,28.5,28.5,29.5,29.808,30.308,30.808,30.812,0.0,2.312,3.812
0.28,0.9,9,28,33,28,30,25.2,29.7,26.7,31.2,30.308,31.2,31.2,32.2,32.508,33.008,33.508,33.512,0.0,2.312,3.812
0.28,0.9,10,31,36,31,33,27.9,32.4,29.4,33.9,33.008,33.9,33.9,34.9,35.208,35.708,36.208,36.212,0.0,2.312,3.812
0.28,0.9,11,34,39,34,36,30.6,35.1,32.1,36.6,35.708,36.6,36.6,37.6,37.908,38.408,38.908,38.912,0.0,2.312,3.812
0.28,0.9,12,37,42,37,39,33.3,37.8,34.8,39.3,38.408,39.3,39.3,40.3,40.608,41.108,41.608,41.612,0.0,2.312,3.812
0.28,0.9,13,40,45,40,42,36.0,40.5,37.5,42.0,41.108,42.0,42.0,43.0,43.308,43.808,44.308,44.312,0.0,2.312,3.812
0.28,0.9,14,43,48,43,45,38.7,43.2,40.2,44.7,43.808,44.7,44.7,45.7,46.008,46.508,47.008,47.012,0.0,2.312,3.812
0.28,0.9,15,46,51,46,48,41.4,45.9,42.9,47.4,46.508,47.4,47.4,48.4,48.708,49.208,49.708,49.712,0.0,2.312,3.812
0.28,0.9,16,49,54,49,51,44.1,48.6,45.6,50.1,49.208,50.1,50.1,51.1,51.408,51.908,52.408,52.412,0.0,2.312,3.812
0.28,0.9,17,52,57,52,54,46.8,51.3,48.3,52.8,51.908,52.8,52.8,53.8,54.108,54.608,55.108,55.112,0.0,2.312,3.812
0.28,0.9,18,55,60,55,60,49.5,54.0,51.0,55.5,54.608,55.5,55.5,56.5,56.808,,57.808,57.812,0.0,2.312,3.812
0.28,0.85,0,1,6,1,3,0.85,5.1,2.35,6.6,,6.6,6.6,7.6,7.908,8.408,8.908,8.912,0.0,2.312,3.812
0.28,0.85,1,4,9,4,6,3.4,7.65,4.9,9.15,8.408,9.15,9.15,10.15,10.458,10.958,11.458,11.462,0.0,2.312,3.812
0.28,0.85,2,7,12,7,9,5.95,10.2,7.45,11.7,10.958,11.7,11.7,12.7,13.008,13.508,14.008,14.012,0.0,2.312,3.812
0.28,0.85,3,10,15,10,12,8.5,12.75,10.0,14.25,13.508,14.25,14.25,15.25,15.558,16.058,16.558,16.562,0.0,2.312,3.812
0.28,0.85,4,13,18,13,15,11.05,15.3,12.55,16.8,16.058,16.8,16.8,17.8,18.108,18.608,19.108,19.112,0.0,2.312,3.812
0.28,0.85,5,16,21,16,18,13.6,17.85,15.1,19.35,18.608,19.35,19.35,20.35,20.658,21.158,21.658,21.662,0.0,2.312,3.812
0.28,0.85,6,19,24,19,21,16.15,20.4,17.65,21.9,21.158,21.9,21.9,22.9,23.208,23.708,24.208,24.212,0.0,2.312,3.812
0.28,0.85,7,22,27,22,24,18.7,22.95,20.2,24.45,23.708,24.45,24.45,25.45,25.758,26.258,26.758,26.762,0.0,2.312,3.812
0.28,0.85,8,25,30,25,27,21.25,25.5,22.75,27.0,26.258,27.0,27.0,28.0,28.308,28.808,29.308,29.312,0.0,2.312,3.812
0.28,0.85,9,28,33,28,30,23.8,28.05,25.3,29.55,28.808,29.55,29.55,30.55,30.858,31.358,31.858,31.862,0.0,2.312,3.812
0.28,0.85,10,31,36,31,33,26.35,30.6,27.85,32.1,31.358,32.1,32.1,33.1,33.408,33.908,34.408,34.412,0.0,2.312,3.812
0.28,0.85,11,34,39,34,36,28.9,33.15,30.4,34.65,33.908,34.65,34.65,35.65,35.958,36.458,36.958,36.962,0.0,2.312,3.812
0.28,0.85,12,37,42,37,39,31.45,35.7,32.95,37.2,36.458,37.2,37.2,38.2,38.508,39.008,39.508,39.512,0.0,2.312,3.812
0.28,0.85,13,40,45,40,42,34.0,38.25,35.5,39.75,39.008,39.75,39.75,40.75,41.058,41.558,42.058,42.062,0.0,2.312,3.812
0.28,0.85,14,43,48,43,45,36.55,40.8,38.05,42.3,41.558,42.3,42.3,43.3,43.608,44.108,44.608,44.612,0.0,2.312,3.812
0.28,0.85,15,46,51,46,48,39.1,43.35,40.6,44.85,44.108,44.85,44.85,45.85,46.158,46.658,47.158,47.162,0.0,2.312,3.812
0.28,0.85,16,49,54,49,51,41.65,45.9,43.15,47.4,46.658,47.4,47.4,48.4,48.708,49.208,49.708,49.712,0.0,2.312,3.812
0.28,0.85,17,52,57,52,54,44.2,48.45,45.7,49.95,49.208,49.95,49.95,50.95,51.258,51.758,52.258,52.262,0.0,2.312,3.812
0.28,0.85,18,55,60,55,60,46.75,51.0,48.25,52.5,51.758,52.5,52.5,53.5,53.808,,54.808,54.812,0.0,2.312,3.812
0.28,0.8,0,1,6,1,3,0.8,4.8,2.3,6.3,,6.3,6.3,7.3,7.608,8.108,8.608,8.612,0.0,2.312,3.812
0.28,0.8,1,4,9,4,6,3.2,7.2,4.7,8.7,8.108,8.7,8.7,9.7,10.008,10.508,11.008,11.012,0.0,2.312,3.812
0.28,0.8,2,7,12,7,9,5.6,9.6,7.1,11.1,10.508,11.1,11.1,12.1,12.408,12.908,13.408,13.412,0.0,2.312,3.812
0.28,0.8,3,10,15,10,12,8.0,12.0,9.5,13.5,12.908,13.5,13.5,14.5,14.808,15.308,15.808,15.812,0.0,2.312,3.812
0.28,0.8,4,13,18,13,15,10.4,14.4,11.9,15.9,15.308,15.9,15.9,16.9,17.208,17.708,18.208,18.212,0.0,2.312,3.812
