distance,physical_error_probability,algorithm,seed,windows,logical_failure,wall_seconds
11,0.003,belief_matching,0,9,False,78.576081
11,0.003,belief_matching,1,9,False,2.480014
11,0.003,belief_matching,2,9,False,2.455272
11,0.003,belief_matching,3,9,False,2.494568
11,0.003,belief_matching,4,9,False,2.459593
11,0.003,belief_matching,5,9,False,2.473378
11,0.003,belief_matching,6,9,False,2.384515
11,0.003,belief_matching,7,9,False,2.469045
11,0.003,belief_matching,8,9,False,2.52106
11,0.003,belief_matching,9,9,False,2.468818
11,0.003,belief_matching,10,9,False,2.479828
11,0.003,belief_matching,11,9,False,2.515284
11,0.003,belief_matching,12,9,False,2.42685
11,0.003,belief_matching,13,9,False,2.559715
11,0.003,belief_matching,14,9,False,2.509618
11,0.003,belief_matching,15,9,False,2.525611
11,0.003,belief_matching,16,9,False,2.392049
11,0.003,belief_matching,17,9,False,2.307613
11,0.003,belief_matching,18,9,False,2.529661
11,0.003,belief_matching,19,9,False,2.535106
11,0.003,belief_matching,20,9,False,2.559746
11,0.003,belief_matching,21,9,False,2.54359
11,0.003,belief_matching,22,9,False,2.55619
11,0.003,belief_matching,23,9,False,2.557389
11,0.003,belief_matching,24,9,False,2.581785
11,0.003,belief_matching,25,9,False,2.543345
11,0.003,belief_matching,26,9,False,2.555278
11,0.003,belief_matching,27,9,False,2.514925
11,0.003,belief_matching,28,9,False,2.510323
11,0.003,belief_matching,29,9,False,2.634473
11,0.003,belief_matching,30,9,False,2.614831
11,0.003,belief_matching,31,9,False,2.49481
11,0.003,belief_matching,32,9,False,2.515301
11,0.003,belief_matching,33,9,False,2.619556
11,0.003,belief_matching,34,9,False,2.540933
11,0.003,belief_matching,35,9,False,2.488266
11,0.003,belief_matching,36,9,False,2.479489
11,0.003,belief_matching,37,9,False,2.38789
11,0.003,belief_matching,38,9,False,2.476682
11,0.003,belief_matching,39,9,False,2.454744
11,0.003,belief_matching,40,9,False,2.44671
11,0.003,belief_matching,41,9,True,2.503748
11,0.003,belief_matching,42,9,False,2.521559
11,0.003,belief_matching,43,9,False,2.500232
11,0.003,belief_matching,44,9,False,2.415347
11,0.003,belief_matching,45,9,False,2.449168
11,0.003,belief_matching,46,9,False,2.370922
11,0.003,belief_matching,47,9,False,2.49458
11,0.003,belief_matching,48,9,False,2.439706
11,0.003,belief_matching,49,9,False,2.469235
11,0.003,belief_matching,50,9,False,2.487093
11,0.003,belief_matching,51,9,False,2.476089
11,0.003,belief_matching,52,9,False,2.499092
11,0.003,belief_matching,53,9,False,2.522071
11,0.003,belief_matching,54,9,False,2.441371
11,0.003,belief_matching,55,9,False,2.501764
11,0.003,belief_matching,56,9,False,2.449811
11,0.003,belief_matching,57,9,False,2.409088
11,0.003,belief_matching,58,9,False,2.478143
11,0.003,belief_matching,59,9,False,2.451269
11,0.003,belief_matching,60,9,False,2.420516
11,0.003,belief_matching,61,9,False,2.249956
11,0.003,belief_matching,62,9,False,2.431318
11,0.003,belief_matching,63,9,False,2.447677
11,0.003,belief_matching,64,9,False,2.516796
11,0.003,belief_matching,65,9,False,2.564015
11,0.003,belief_matching,66,9,False,2.413745
11,0.003,belief_matching,67,9,False,2.526361
11,0.003,belief_matching,68,9,False,2.468663
11,0.003,belief_matching,69,9,False,2.420338
11,0.003,belief_matching,70,9,False,2.515599
11,0.003,belief_matching,71,9,False,2.361733
11,0.003,belief_matching,72,9,False,2.515159
11,0.003,belief_matching,73,9,False,2.50774
11,0.003,belief_matching,74,9,False,2.534976
11,0.003,belief_matching,75,9,False,2.500679
11,0.003,belief_matching,76,9,False,2.337645
11,0.003,belief_matching,77,9,False,2.47036
11,0.003,belief_matching,78,9,False,2.51652
11,0.003,belief_matching,79,9,False,2.464332
11,0.003,belief_matching,80,9,False,2.553675
11,0.003,belief_matching,81,9,False,2.537827
11,0.003,belief_matching,82,9,False,2.485106
11,0.003,belief_matching,83,9,False,2.478017
11,0.003,belief_matching,84,9,False,2.431599
11,0.003,belief_matching,85,9,False,2.586178
11,0.003,belief_matching,86,9,False,2.475339
11,0.003,belief_matching,87,9,False,2.475621
11,0.003,belief_matching,88,9,False,2.460447
11,0.003,belief_matching,89,9,False,2.461794
11,0.003,belief_matching,90,9,False,2.524906
11,0.003,belief_matching,91,9,False,2.447381
11,0.003,belief_matching,92,9,False,2.486825
11,0.003,belief_matching,93,9,False,2.423174
11,0.003,belief_matching,94,9,False,2.460865
11,0.003,belief_matching,95,9,False,2.461542
11,0.003,belief_matching,96,9,False,2.383859
11,0.003,belief_matching,97,9,False,2.495371
11,0.003,belief_matching,98,9,False,2.417831
11,0.003,belief_matching,99,9,False,2.46688
