distance,physical_error_probability,algorithm,seed,windows,logical_failure,wall_seconds
5,0.01,0.028,0,9,True,0.073155
5,0.01,0.028,1,9,False,0.025239
5,0.01,0.028,2,9,True,0.024971
5,0.01,0.028,3,9,True,0.02493
5,0.01,0.028,4,9,True,0.024938
5,0.01,0.028,5,9,False,0.02508
5,0.01,0.028,6,9,False,0.024972
5,0.01,0.028,7,9,True,0.024857
5,0.01,0.028,8,9,True,0.025098
5,0.01,0.028,9,9,True,0.025213
5,0.01,0.028,10,9,False,0.024966
5,0.01,0.028,11,9,False,0.024838
5,0.01,0.028,12,9,False,0.024981
5,0.01,0.028,13,9,True,0.025192
5,0.01,0.028,14,9,True,0.024934
5,0.01,0.028,15,9,True,0.025245
5,0.01,0.028,16,9,True,0.02519
5,0.01,0.028,17,9,False,0.025169
5,0.01,0.028,18,9,True,0.025429
5,0.01,0.028,19,9,True,0.025187
5,0.01,0.028,20,9,False,0.025001
5,0.01,0.028,21,9,False,0.025023
5,0.01,0.028,22,9,True,0.02561
5,0.01,0.028,23,9,False,0.025731
5,0.01,0.028,24,9,True,0.054315
5,0.01,0.028,25,9,True,0.025791
5,0.01,0.028,26,9,False,0.025298
5,0.01,0.028,27,9,True,0.025089
5,0.01,0.028,28,9,False,0.025084
5,0.01,0.028,29,9,True,0.02539
5,0.01,0.028,30,9,False,0.025152
5,0.01,0.028,31,9,True,0.025212
5,0.01,0.028,32,9,True,0.025937
5,0.01,0.028,33,9,False,0.025049
5,0.01,0.028,34,9,False,0.025355
5,0.01,0.028,35,9,True,0.025529
5,0.01,0.028,36,9,False,0.025622
5,0.01,0.028,37,9,False,0.025529
5,0.01,0.028,38,9,True,0.025541
5,0.01,0.028,39,9,True,0.025768
5,0.01,0.028,40,9,False,0.025196
5,0.01,0.028,41,9,False,0.02505
5,0.01,0.028,42,9,False,0.025101
5,0.01,0.028,43,9,False,0.024984
5,0.01,0.028,44,9,False,0.025754
5,0.01,0.028,45,9,True,0.025429
5,0.01,0.028,46,9,True,0.025508
5,0.01,0.028,47,9,True,0.02565
5,0.01,0.028,48,9,False,0.025671
5,0.01,0.028,49,9,False,0.02557
5,0.01,0.028,50,9,True,0.025591
5,0.01,0.028,51,9,False,0.025271
5,0.01,0.028,52,9,True,0.025572
5,0.01,0.028,53,9,True,0.025453
5,0.01,0.028,54,9,True,0.025482
5,0.01,0.028,55,9,True,0.025737
5,0.01,0.028,56,9,True,0.025722
5,0.01,0.028,57,9,False,0.025662
5,0.01,0.028,58,9,False,0.025561
5,0.01,0.028,59,9,False,0.025494
5,0.01,0.028,60,9,False,0.025643
5,0.01,0.028,61,9,True,0.025475
5,0.01,0.028,62,9,True,0.025533
5,0.01,0.028,63,9,False,0.02573
5,0.01,0.028,64,9,False,0.025512
5,0.01,0.028,65,9,True,0.025429
5,0.01,0.028,66,9,False,0.025561
5,0.01,0.028,67,9,True,0.025338
5,0.01,0.028,68,9,False,0.025521
5,0.01,0.028,69,9,False,0.025394
5,0.01,0.028,70,9,False,0.025702
5,0.01,0.028,71,9,True,0.025335
5,0.01,0.028,72,9,False,0.025771
5,0.01,0.028,73,9,True,0.025516
5,0.01,0.028,74,9,True,0.025454
5,0.01,0.028,75,9,True,0.025384
5,0.01,0.028,76,9,True,0.025319
5,0.01,0.028,77,9,False,0.025382
5,0.01,0.028,78,9,False,0.051793
5,0.01,0.028,79,9,False,0.026198
5,0.01,0.028,80,9,False,0.025435
5,0.01,0.028,81,9,False,0.025536
5,0.01,0.028,82,9,False,0.025146
5,0.01,0.028,83,9,False,0.025298
5,0.01,0.028,84,9,False,0.025278
5,0.01,0.028,85,9,False,0.025293
5,0.01,0.028,86,9,True,0.025068
5,0.01,0.028,87,9,True,0.025199
5,0.01,0.028,88,9,True,0.025366
5,0.01,0.028,89,9,True,0.025418
5,0.01,0.028,90,9,True,0.024959
5,0.01,0.028,91,9,True,0.02513
5,0.01,0.028,92,9,False,0.024948
5,0.01,0.028,93,9,True,0.025238
5,0.01,0.028,94,9,False,0.024985
5,0.01,0.028,95,9,False,0.025239
5,0.01,0.028,96,9,True,0.024904
5,0.01,0.028,97,9,False,0.025108
5,0.01,0.028,98,9,True,0.025033
5,0.01,0.028,99,9,False,0.025169
